,avg,cik,tot,year
0,0.3849388578891464,936402,2,2000
1,0.3921668565461188,936402,5,2001
2,0.23428543222954978,936402,28,2002
3,0.20025316088122175,936402,65,2003
4,0.1096875147096853,936402,58,2004
5,0.14959623724776644,936402,86,2005
6,0.2539556518332296,936402,97,2006
7,0.2617360156565081,936402,73,2007
8,0.42819318582116433,936402,65,2008
9,0.2336623919056251,936402,68,2009
10,0.32278542070019156,936402,70,2010
11,0.18111549534838073,936402,61,2011
12,0.30085062641706595,936402,86,2012
13,0.2765642830831325,936402,155,2013
14,0.2589528242057502,936402,86,2014
15,0.25686971879093196,936402,54,2015
16,0.3811863280750888,920148,2,1995
17,0.25577579622837365,920148,7,1996
18,0.243261821959144,920148,9,1997
19,0.20460889520835812,920148,16,1998
20,0.2199969326363892,920148,21,1999
21,0.20285808843112896,920148,27,2000
22,0.1812448414302557,920148,18,2001
23,0.1740487749976522,920148,20,2002
